wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787412281.797,312.8,10.0,1.27,2.2,7.77,1.0,0.00,1.0,0.00,6.3,9.91,13.804
1787412283.319,314.3,10.0,1.03,2.2,0.40,1.0,0.00,1.3,0.25,6.5,10.28,12.989
1787412284.960,315.9,10.0,0.89,2.0,30.06,1.0,0.00,1.1,103.38,6.0,19.73,12.591
1787412286.541,317.5,10.0,1.01,2.1,16.74,1.0,0.00,1.0,0.00,6.3,18.43,11.750
1787412288.084,319.1,10.0,0.96,2.1,2.96,1.0,0.00,1.3,0.00,6.5,19.99,11.358
1787412289.603,320.6,10.0,0.75,2.2,4.81,1.0,0.00,1.3,0.00,6.6,6.17,10.485
1787412291.216,322.2,10.0,0.90,2.1,6.39,1.0,0.00,1.0,0.00,6.2,10.19,10.005
1787412292.779,323.8,10.0,0.62,1.9,77.21,1.0,0.00,1.3,1.42,6.4,7.96,9.149
1787412294.321,325.3,10.0,0.93,1.6,1.37,1.0,0.00,1.3,0.11,6.5,6.66,8.722
1787412295.890,326.9,10.0,0.91,1.8,51.10,1.0,0.00,1.3,2.06,6.4,12.24,7.967
1787412297.471,328.4,10.0,0.98,2.2,30.75,1.0,0.00,1.1,101.52,6.4,15.26,7.567
1787412299.077,330.1,10.0,1.02,2.1,27.57,1.0,0.00,1.3,0.00,6.3,19.70,6.696
1787412300.606,331.6,10.0,1.18,2.2,7.97,0.5,0.00,1.3,0.00,6.5,6.25,6.226
1787412302.276,333.3,10.0,0.75,2.0,24.40,1.0,0.00,1.0,0.00,6.1,15.60,5.406
